StockCode,Predicted_7d_Demand,Current_Stock,Inventory_Status
22137,0.46374524,1,OVERSTOCKED
22138,100.009605,58,UNDERSTOCKED
22139,79.77612,178,OVERSTOCKED
22141,67.07675,111,OVERSTOCKED
22142,71.499756,98,HEALTHY
22143,0.23987696,0,UNDERSTOCKED
22144,89.66768,132,HEALTHY
22145,0.3630414,0,UNDERSTOCKED
22146,0.36930895,0,UNDERSTOCKED
22147,48.118736,64,HEALTHY
22148,1.9172306,2,HEALTHY
22149,41.165703,69,OVERSTOCKED
22150,40.889435,95,OVERSTOCKED
22151,81.932655,75,HEALTHY
22152,24.146751,42,OVERSTOCKED
22153,26.318756,46,OVERSTOCKED
22154,45.831284,90,OVERSTOCKED
22155,27.052227,20,UNDERSTOCKED
22156,17.421045,33,OVERSTOCKED
22157,1.0052311,2,OVERSTOCKED
22158,63.24157,54,HEALTHY
22161,50.347893,49,HEALTHY
22162,1.3975388,3,OVERSTOCKED
22163,8.084793,6,UNDERSTOCKED
22164,0.843716,1,HEALTHY
22165,1.5310737,2,HEALTHY
22166,0.6279352,0,UNDERSTOCKED
22167,1.3513957,3,OVERSTOCKED
22168,0.3024801,0,UNDERSTOCKED
22169,13.700523,20,HEALTHY
22170,9.867176,12,HEALTHY
22171,8.445862,14,OVERSTOCKED
22172,0.231115,0,UNDERSTOCKED
22173,22.55525,28,HEALTHY
22174,17.80139,43,OVERSTOCKED
22175,10.089703,10,HEALTHY
22176,4.9675884,9,OVERSTOCKED
22177,0.2185077,0,UNDERSTOCKED
22178,250.95602,513,OVERSTOCKED
22179,8.941698,6,UNDERSTOCKED
22180,3.472001,8,OVERSTOCKED
22181,4.0745544,5,HEALTHY
22182,2.0438018,1,UNDERSTOCKED
22183,0.30357045,0,UNDERSTOCKED
22184,0.21530247,0,UNDERSTOCKED
22185,11.76802,18,OVERSTOCKED
22186,18.04488,21,HEALTHY
22187,21.303972,45,OVERSTOCKED
22188,16.922098,23,HEALTHY
22189,51.42875,51,HEALTHY
22190,2.9615362,5,OVERSTOCKED
22191,14.83317,28,OVERSTOCKED
22192,11.719318,9,UNDERSTOCKED
22193,17.7257,14,UNDERSTOCKED
22194,0.23328224,0,UNDERSTOCKED
22195,16.449026,32,OVERSTOCKED
22196,22.311573,40,OVERSTOCKED
22197,636.0154,921,HEALTHY
22198,0.39383316,0,UNDERSTOCKED
22199,4.4851785,9,OVERSTOCKED
22200,3.842313,6,OVERSTOCKED
22201,1.5396539,3,OVERSTOCKED
22202,0.35968128,0,UNDERSTOCKED
22203,3.5871758,2,UNDERSTOCKED
22204,1.2919142,1,UNDERSTOCKED
22207,8.229031,5,UNDERSTOCKED
22208,16.10956,25,OVERSTOCKED
22209,8.570728,20,OVERSTOCKED
22210,10.666673,6,UNDERSTOCKED
22211,10.469383,7,UNDERSTOCKED
22212,14.594348,20,HEALTHY
22214,0.74123085,1,HEALTHY
22215,3.0770469,3,HEALTHY
22216,1.5477859,2,HEALTHY
22217,4.539518,2,UNDERSTOCKED
22218,0.3606576,0,UNDERSTOCKED
22219,37.432114,92,OVERSTOCKED
22220,2.8421705,6,OVERSTOCKED
22221,1.7841859,0,UNDERSTOCKED
22222,4.676859,11,OVERSTOCKED
22223,1.1814047,2,OVERSTOCKED
22224,5.2247186,11,OVERSTOCKED
22227,16.019987,22,HEALTHY
22228,3.9288425,6,OVERSTOCKED
22229,2.6969018,3,HEALTHY
22230,3.694296,6,OVERSTOCKED
22231,6.130622,4,UNDERSTOCKED
22232,4.5153804,2,UNDERSTOCKED
22233,3.6903703,4,HEALTHY
22236,3.1894054,6,OVERSTOCKED
22241,1.748234,1,UNDERSTOCKED
22242,0.36868262,0,UNDERSTOCKED
22243,3.241746,7,OVERSTOCKED
22244,5.439714,3,UNDERSTOCKED
22245,0.73522097,1,HEALTHY
22246,2.5567443,3,HEALTHY
22247,0.50500095,1,OVERSTOCKED
22248,0.9588462,0,UNDERSTOCKED
22249,0.49518088,0,UNDERSTOCKED
22250,0.36987838,0,UNDERSTOCKED
22251,1.3934519,3,OVERSTOCKED
22252,4.871868,9,OVERSTOCKED
22253,0.31581,0,UNDERSTOCKED
22254,1.8633301,3,OVERSTOCKED
22255,2.816943,6,OVERSTOCKED
22256,0.35968128,0,UNDERSTOCKED
22257,0.37435657,0,UNDERSTOCKED
22258,0.7334588,1,HEALTHY
22259,0.28960696,0,UNDERSTOCKED
22260,1.8898597,3,OVERSTOCKED
22261,2.1907601,2,HEALTHY
22262,3.8633962,7,OVERSTOCKED
22263,1.2780493,1,UNDERSTOCKED
22264,0.33968788,0,UNDERSTOCKED
22265,1.3222296,0,UNDERSTOCKED
22266,7.0009604,12,OVERSTOCKED
22267,3.4232788,8,OVERSTOCKED
22268,6.3437905,3,UNDERSTOCKED
22269,8.341489,20,OVERSTOCKED
22270,0.76470435,1,HEALTHY
22271,24.718403,55,OVERSTOCKED
22272,0.34280825,0,UNDERSTOCKED
22273,29.889957,48,OVERSTOCKED
22274,19.739246,39,OVERSTOCKED
22275,0.31581,0,UNDERSTOCKED
22276,2.6395564,3,HEALTHY
22277,4.000609,4,HEALTHY
22278,3.541618,6,OVERSTOCKED
22279,3.9174767,8,OVERSTOCKED
22280,1.9314967,3,OVERSTOCKED
22281,0.33663845,0,UNDERSTOCKED
22282,1.7051871,2,HEALTHY
22283,2.847474,6,OVERSTOCKED
22284,3.393521,2,UNDERSTOCKED
22285,3.0844338,4,HEALTHY
22286,5.2707644,2,UNDERSTOCKED
22287,2.7809675,3,HEALTHY
22288,1.0484238,1,HEALTHY
22289,0.51016694,0,UNDERSTOCKED
22290,0.23328224,0,UNDERSTOCKED
22291,2.310744,2,HEALTHY
22292,2.275483,3,HEALTHY
22293,3.0422337,2,UNDERSTOCKED
22294,49.77652,62,HEALTHY
22295,22.277777,21,HEALTHY
22296,28.568914,18,UNDERSTOCKED
22297,37.89834,64,OVERSTOCKED
22299,7.2148733,13,OVERSTOCKED
22300,11.475143,19,OVERSTOCKED
22301,15.551578,22,HEALTHY
22302,17.66687,22,HEALTHY
22303,19.783531,44,OVERSTOCKED
22304,3.7711189,5,HEALTHY
22305,2.6041284,3,HEALTHY
22306,18.367426,10,UNDERSTOCKED
22307,11.477321,13,HEALTHY
22308,1.5880102,2,HEALTHY
22309,4.591886,5,HEALTHY
22310,3.9084363,6,OVERSTOCKED
22311,7.0919204,11,OVERSTOCKED
22312,4.288769,7,OVERSTOCKED
22313,2.6368287,5,OVERSTOCKED
22314,4.623361,9,OVERSTOCKED
22315,4.6177163,8,OVERSTOCKED
22316,1.7549887,4,OVERSTOCKED
22317,1.4327035,0,UNDERSTOCKED
22318,3.2613478,2,UNDERSTOCKED
22319,6.795148,3,UNDERSTOCKED
22320,2.7047253,4,HEALTHY
22321,4.3194413,9,OVERSTOCKED
22322,1.4267597,1,UNDERSTOCKED
22323,0.26385567,0,UNDERSTOCKED
22324,1.98288,1,UNDERSTOCKED
22325,2.3786933,5,OVERSTOCKED
22326,96.147026,115,HEALTHY
22327,11.470863,8,UNDERSTOCKED
22328,50.96071,75,HEALTHY
22329,12.8717,13,HEALTHY
22330,0.1328595,0,UNDERSTOCKED
22331,15.342977,17,HEALTHY
22332,11.305173,23,OVERSTOCKED
22333,41.247986,65,OVERSTOCKED
22334,6.204893,6,HEALTHY
22335,15.142661,26,OVERSTOCKED
22336,19.380688,37,OVERSTOCKED
22337,5.479785,5,HEALTHY
22338,58.066402,77,HEALTHY
22339,23.369911,17,UNDERSTOCKED
22340,15.256718,13,HEALTHY
22341,3.3555448,6,OVERSTOCKED
22342,5.4815865,4,UNDERSTOCKED
22343,4.3335977,6,HEALTHY
22344,2.1312304,4,OVERSTOCKED
22345,2.1090796,1,UNDERSTOCKED
22346,1.3640745,2,HEALTHY
22347,0.34677774,0,UNDERSTOCKED
22348,33.982895,82,OVERSTOCKED
22349,8.113311,11,HEALTHY
22350,6.3497686,13,OVERSTOCKED
22351,0.054464538,0,UNDERSTOCKED
22352,26.586494,15,UNDERSTOCKED
22353,0.34970948,0,UNDERSTOCKED
22354,3.9164639,9,OVERSTOCKED
22355,105.495605,179,OVERSTOCKED
22356,90.628365,193,OVERSTOCKED
22357,3.6019304,8,OVERSTOCKED
22358,4.627074,4,HEALTHY
22359,2.834907,2,UNDERSTOCKED
22360,8.127992,13,OVERSTOCKED
22361,5.8246393,7,HEALTHY
22362,3.1183717,6,OVERSTOCKED
22363,2.0502813,4,OVERSTOCKED
22364,4.7514915,5,HEALTHY
22365,7.326338,7,HEALTHY
22366,8.739402,18,OVERSTOCKED
22367,52.790543,55,HEALTHY
22371,10.752416,23,OVERSTOCKED
22372,3.5890484,4,HEALTHY
22374,6.9539933,12,OVERSTOCKED
22375,3.2865195,2,UNDERSTOCKED
22376,3.0629964,5,OVERSTOCKED
22377,6.3547,8,HEALTHY
22378,5.5775604,9,OVERSTOCKED
22379,61.531536,51,HEALTHY
22380,14.91452,29,OVERSTOCKED
22381,30.834547,68,OVERSTOCKED
22382,163.73189,152,HEALTHY
22383,169.79556,117,UNDERSTOCKED
22384,134.86987,73,UNDERSTOCKED
22385,84.75872,151,OVERSTOCKED
22386,330.11597,565,OVERSTOCKED
22389,2.0040703,3,HEALTHY
22390,2.0450597,1,UNDERSTOCKED
22391,0.7089276,0,UNDERSTOCKED
22393,2.4548135,4,OVERSTOCKED
22394,0.6552458,0,UNDERSTOCKED
22395,0.572773,1,OVERSTOCKED
22396,10.025283,7,UNDERSTOCKED
22398,30.939526,58,OVERSTOCKED
22399,4.4770126,5,HEALTHY
22400,15.681111,21,HEALTHY
22402,16.938927,32,OVERSTOCKED
22403,7.6546593,14,OVERSTOCKED
22405,2.7499604,6,OVERSTOCKED
22406,3.9669232,3,UNDERSTOCKED
22407,1.0221599,0,UNDERSTOCKED
22408,1.6770014,3,OVERSTOCKED
22409,3.384227,5,HEALTHY
22410,2.9697053,3,HEALTHY
22411,163.14372,107,UNDERSTOCKED
22412,6.708794,4,UNDERSTOCKED
22413,28.912695,66,OVERSTOCKED
22414,2.96016,2,UNDERSTOCKED
22415,0.21539108,0,UNDERSTOCKED
22416,4.2743397,4,HEALTHY
22417,76.9836,93,HEALTHY
22418,59.638435,38,UNDERSTOCKED
22419,23.494469,36,OVERSTOCKED
22420,8.915838,5,UNDERSTOCKED
22421,17.160925,36,OVERSTOCKED
22422,8.632966,8,HEALTHY
22423,161.50275,255,OVERSTOCKED
22424,7.8105173,17,OVERSTOCKED
22425,3.8181603,6,OVERSTOCKED
22426,5.478228,8,HEALTHY
22427,14.30458,16,HEALTHY
22428,2.5134568,2,UNDERSTOCKED
22429,12.733625,23,OVERSTOCKED
22430,4.518273,11,OVERSTOCKED
22431,7.6160846,13,OVERSTOCKED
22432,6.5448112,10,OVERSTOCKED
22433,4.37623,8,OVERSTOCKED
22434,7.53214,10,HEALTHY
22435,16.414423,10,UNDERSTOCKED
22436,18.125555,29,OVERSTOCKED
22437,25.917027,62,OVERSTOCKED
22438,3.0352712,2,UNDERSTOCKED
22439,15.710094,29,OVERSTOCKED
22440,19.799988,17,HEALTHY
22441,10.339825,16,OVERSTOCKED
22442,1.9294088,1,UNDERSTOCKED
22443,0.398969,0,UNDERSTOCKED
22444,0.4493699,0,UNDERSTOCKED
22445,4.3745904,5,HEALTHY
22446,1.9635947,3,OVERSTOCKED
22447,0.41345352,0,UNDERSTOCKED
22448,1.9150215,4,OVERSTOCKED
22449,3.5994604,3,HEALTHY
22450,1.8406972,2,HEALTHY
22451,0.34280825,0,UNDERSTOCKED
22452,3.9763343,9,OVERSTOCKED
22453,2.2330656,5,OVERSTOCKED
22454,1.9765153,3,OVERSTOCKED
22456,18.841223,41,OVERSTOCKED
22457,107.778946,166,OVERSTOCKED
22458,0.3449577,0,UNDERSTOCKED
22459,0.34581992,0,UNDERSTOCKED
22460,20.119638,40,OVERSTOCKED
22461,0.7793727,0,UNDERSTOCKED
22464,30.229591,65,OVERSTOCKED
22465,21.715355,44,OVERSTOCKED
22466,22.888042,43,OVERSTOCKED
22467,83.170425,47,UNDERSTOCKED
22468,5.9771647,6,HEALTHY
22469,173.67393,178,HEALTHY
22470,96.98177,118,HEALTHY
22471,2.3317175,1,UNDERSTOCKED
22472,2.535311,6,OVERSTOCKED
22473,2.750793,4,HEALTHY
22474,2.574603,2,UNDERSTOCKED
22475,4.103133,5,HEALTHY
22476,3.4393053,4,HEALTHY
22477,3.975134,6,OVERSTOCKED
22478,5.237587,8,OVERSTOCKED
22479,2.972467,6,OVERSTOCKED
22480,0.8452897,1,HEALTHY
22481,5.079631,12,OVERSTOCKED
22482,0.3455335,0,UNDERSTOCKED
22483,7.5688405,6,UNDERSTOCKED
22485,4.5950136,10,OVERSTOCKED
22486,0.35072201,0,UNDERSTOCKED
22487,9.006591,19,OVERSTOCKED
22488,33.428974,42,HEALTHY
22489,85.260956,192,OVERSTOCKED
22491,28.293274,63,OVERSTOCKED
22492,240.4593,507,OVERSTOCKED
22493,20.042875,41,OVERSTOCKED
22494,6.3616266,7,HEALTHY
22495,2.6267626,1,UNDERSTOCKED
22496,3.119024,4,HEALTHY
22497,2.447858,2,HEALTHY
22498,2.801395,5,OVERSTOCKED
22499,5.6751966,6,HEALTHY
22500,2.290196,5,OVERSTOCKED
22501,2.3900263,4,OVERSTOCKED
22502,2.0116098,4,OVERSTOCKED
22503,0.44949174,0,UNDERSTOCKED
22504,0.9508131,2,OVERSTOCKED
22505,14.162233,33,OVERSTOCKED
22507,21.811064,32,HEALTHY
22508,12.423445,21,OVERSTOCKED
22509,1.6661047,3,OVERSTOCKED
22510,1.3037972,1,UNDERSTOCKED
22511,1.1038002,1,HEALTHY
22512,1.4638033,1,UNDERSTOCKED
22513,2.2989988,1,UNDERSTOCKED
22514,1.6024567,1,UNDERSTOCKED
22515,1.3996036,0,UNDERSTOCKED
22516,0.62880385,0,UNDERSTOCKED
22517,1.5458277,1,UNDERSTOCKED
22518,0.34722048,0,UNDERSTOCKED
22519,0.34722048,0,UNDERSTOCKED
22520,0.3455335,0,UNDERSTOCKED
22521,0.3455335,0,UNDERSTOCKED
22522,3.1856978,3,HEALTHY
22523,3.0077982,4,HEALTHY
22524,0.336689,0,UNDERSTOCKED
22525,0.336689,0,UNDERSTOCKED
22526,1.5159198,2,HEALTHY
22528,0.39787006,0,UNDERSTOCKED
22529,5.975386,10,OVERSTOCKED
22530,38.273033,68,OVERSTOCKED
22531,26.208532,21,HEALTHY
22532,7.0081224,4,UNDERSTOCKED
22533,8.077251,16,OVERSTOCKED
22534,44.050556,62,HEALTHY
22535,15.942737,9,UNDERSTOCKED
22536,25.13904,62,OVERSTOCKED
22537,21.929317,13,UNDERSTOCKED
22538,1.7824643,3,OVERSTOCKED
22539,11.836028,29,OVERSTOCKED
22540,7.402421,7,HEALTHY
22541,2.1280084,1,UNDERSTOCKED
22543,3.5916522,2,UNDERSTOCKED
22544,22.962648,25,HEALTHY
22545,6.236379,4,UNDERSTOCKED
22546,9.69886,18,OVERSTOCKED
22547,3.625763,2,UNDERSTOCKED
22548,14.490517,22,OVERSTOCKED
22549,42.21222,105,OVERSTOCKED
22550,9.80382,20,OVERSTOCKED
22551,93.82343,162,OVERSTOCKED
22553,56.595833,62,HEALTHY
22554,86.15219,150,OVERSTOCKED
22555,67.64804,105,OVERSTOCKED
22556,67.688965,91,HEALTHY
22557,58.041943,44,UNDERSTOCKED
22558,74.798134,170,OVERSTOCKED
22559,1.8965782,2,HEALTHY
22560,72.13994,64,HEALTHY
22561,77.36032,95,HEALTHY
22562,17.871063,23,HEALTHY
22563,23.746561,51,OVERSTOCKED
22564,15.30296,30,OVERSTOCKED
22565,7.5594854,15,OVERSTOCKED
22566,10.421078,5,UNDERSTOCKED
22567,16.949524,22,HEALTHY
22568,43.286697,63,HEALTHY
22569,22.042715,11,UNDERSTOCKED
22570,20.313612,20,HEALTHY
22571,43.279243,87,OVERSTOCKED
22572,27.538286,21,UNDERSTOCKED
22573,42.429047,66,OVERSTOCKED
22574,42.78663,39,HEALTHY
22575,11.777271,6,UNDERSTOCKED
22576,25.085344,24,HEALTHY
22577,246.86891,605,OVERSTOCKED
22578,260.52594,547,OVERSTOCKED
22579,161.26332,390,OVERSTOCKED
22580,19.740623,29,HEALTHY
22581,16.160421,11,UNDERSTOCKED
22582,8.082969,12,HEALTHY
22583,4.1961794,5,HEALTHY
22584,16.484972,36,OVERSTOCKED
22585,68.953636,48,UNDERSTOCKED
22586,7.380038,10,HEALTHY
22587,9.7904005,7,UNDERSTOCKED
22588,14.420512,16,HEALTHY
22589,6.255733,12,OVERSTOCKED
22591,7.507206,10,HEALTHY
22592,10.848869,13,HEALTHY
22593,41.120815,53,HEALTHY
22594,34.179543,48,HEALTHY
22595,93.576,193,OVERSTOCKED
22596,68.17175,155,OVERSTOCKED
22597,38.09068,91,OVERSTOCKED
22598,9.2258005,19,OVERSTOCKED
22599,20.53201,23,HEALTHY
22600,34.987118,65,OVERSTOCKED
22601,35.68158,49,HEALTHY
22602,31.207394,31,HEALTHY
22603,28.567053,62,OVERSTOCKED
22604,5.728536,3,UNDERSTOCKED
22605,5.9230795,13,OVERSTOCKED
22606,2.3354235,3,HEALTHY
22607,7.0238256,12,OVERSTOCKED
22608,25.164154,45,OVERSTOCKED
22609,49.95646,114,OVERSTOCKED
22610,96.869606,171,OVERSTOCKED
22611,1.5317243,2,HEALTHY
22612,0.3606576,0,UNDERSTOCKED
22613,9.44594,14,HEALTHY
22614,29.453953,23,UNDERSTOCKED
22615,10.226369,20,OVERSTOCKED
22616,140.71411,214,OVERSTOCKED
22617,33.35559,62,OVERSTOCKED
22618,0.3079004,0,UNDERSTOCKED
22619,29.660622,19,UNDERSTOCKED
22620,49.899487,96,OVERSTOCKED
22621,105.86659,68,UNDERSTOCKED
22622,14.012504,9,UNDERSTOCKED
22623,14.435509,7,UNDERSTOCKED
22624,27.061438,65,OVERSTOCKED
22625,18.575836,36,OVERSTOCKED
22626,4.377581,5,HEALTHY
22627,11.842769,12,HEALTHY
22628,5.49799,6,HEALTHY
22629,132.21722,270,OVERSTOCKED
22630,104.41359,190,OVERSTOCKED
22631,24.010944,20,HEALTHY
22632,93.15818,79,HEALTHY
22633,124.08435,86,UNDERSTOCKED
22634,8.345065,15,OVERSTOCKED
22635,7.8734436,15,OVERSTOCKED
22636,7.220299,7,HEALTHY
22637,20.511938,11,UNDERSTOCKED
22638,1.7977942,1,UNDERSTOCKED
22639,7.2568583,17,OVERSTOCKED
22640,1.5277386,1,UNDERSTOCKED
22641,1.1597251,2,OVERSTOCKED
22642,3.354894,5,HEALTHY
22643,1.4045961,1,UNDERSTOCKED
22644,14.594989,13,HEALTHY
22645,17.519707,13,UNDERSTOCKED
22646,33.552586,58,OVERSTOCKED
22647,1.6947424,3,OVERSTOCKED
22649,6.2759695,11,OVERSTOCKED
22650,6.4337053,10,OVERSTOCKED
22651,9.584604,5,UNDERSTOCKED
22652,33.705257,82,OVERSTOCKED
22653,9.908495,20,OVERSTOCKED
22654,10.270054,11,HEALTHY
22655,0.36501658,0,UNDERSTOCKED
22656,0.16558477,0,UNDERSTOCKED
22657,0.1328595,0,UNDERSTOCKED
22659,57.441402,114,OVERSTOCKED
22660,2.9946961,6,OVERSTOCKED
22661,49.538097,89,OVERSTOCKED
22662,64.480934,48,UNDERSTOCKED
22663,30.688295,36,HEALTHY
22664,5.1157827,12,OVERSTOCKED
22665,7.7471,7,HEALTHY
22666,69.273926,86,HEALTHY
22667,30.615273,41,HEALTHY
22668,13.148708,18,HEALTHY
22669,10.7566595,18,OVERSTOCKED
22670,17.289227,41,OVERSTOCKED
22671,5.7447243,5,HEALTHY
22672,9.391423,6,UNDERSTOCKED
22673,5.142395,4,UNDERSTOCKED
22674,7.9510717,18,OVERSTOCKED
22675,7.357751,13,OVERSTOCKED
22676,9.196293,9,HEALTHY
22677,7.1980243,15,OVERSTOCKED
22678,6.903144,15,OVERSTOCKED
22679,5.926585,12,OVERSTOCKED
22680,6.258021,14,OVERSTOCKED
22681,5.2555056,5,HEALTHY
22682,4.9826584,10,OVERSTOCKED
22683,5.047691,7,HEALTHY
22684,4.048172,8,OVERSTOCKED
22685,3.6730542,7,OVERSTOCKED
22686,5.127307,10,OVERSTOCKED
22687,3.1756842,5,OVERSTOCKED
22688,1.7757561,1,UNDERSTOCKED
22689,9.057156,14,OVERSTOCKED
22690,10.911709,26,OVERSTOCKED
22691,3.3110995,7,OVERSTOCKED
22692,11.796302,6,UNDERSTOCKED
22693,62.546238,51,HEALTHY
22694,36.479942,27,UNDERSTOCKED
22695,9.047987,17,OVERSTOCKED
22696,11.176076,23,OVERSTOCKED
22697,66.86612,61,HEALTHY
22698,56.952312,86,OVERSTOCKED
22699,85.72984,187,OVERSTOCKED
22700,0.8020798,1,HEALTHY
22701,1.6863565,2,HEALTHY
22702,1.9014646,3,OVERSTOCKED
22703,1.3328167,2,OVERSTOCKED
22704,37.43349,40,HEALTHY
22705,10.570813,17,OVERSTOCKED
22706,8.181358,15,OVERSTOCKED
22707,6.294241,14,OVERSTOCKED
22708,18.958094,33,OVERSTOCKED
22709,4.691403,9,OVERSTOCKED
22710,21.982206,18,HEALTHY
22711,15.569132,22,HEALTHY
22712,37.656418,19,UNDERSTOCKED
22713,15.826891,15,HEALTHY
22714,16.212345,31,OVERSTOCKED
22715,7.6809826,19,OVERSTOCKED
22716,20.304878,14,UNDERSTOCKED
22717,6.9861207,9,HEALTHY
22718,9.631593,20,OVERSTOCKED
22719,0.34521016,0,UNDERSTOCKED
22720,68.178856,109,OVERSTOCKED
22721,4.926424,9,OVERSTOCKED
22722,30.11473,52,OVERSTOCKED
22723,4.639916,4,HEALTHY
22725,22.668423,27,HEALTHY
22726,102.95236,212,OVERSTOCKED
22727,98.552086,158,OVERSTOCKED
22728,56.246975,28,UNDERSTOCKED
22729,13.890238,28,OVERSTOCKED
22730,37.033974,21,UNDERSTOCKED
22731,17.237385,34,OVERSTOCKED
22732,33.246334,30,HEALTHY
22733,33.25698,80,OVERSTOCKED
22734,106.33275,131,HEALTHY
22735,10.297108,11,HEALTHY
22736,22.310078,17,UNDERSTOCKED
22737,35.759052,39,HEALTHY
22738,38.65147,87,OVERSTOCKED
22739,37.966286,94,OVERSTOCKED
22740,2.813904,3,HEALTHY
22741,64.66322,90,HEALTHY
22742,4.679134,9,OVERSTOCKED
22743,6.842483,15,OVERSTOCKED
22744,6.2215557,10,OVERSTOCKED
22745,18.839851,24,HEALTHY
22746,12.360748,16,HEALTHY
22747,7.870866,14,OVERSTOCKED
22748,20.449848,10,UNDERSTOCKED
22749,29.437572,51,OVERSTOCKED
22750,29.028305,35,HEALTHY
22751,17.3924,36,OVERSTOCKED
22752,15.183552,10,UNDERSTOCKED
22753,8.909992,14,OVERSTOCKED
22754,13.101361,19,HEALTHY
22755,10.815464,19,OVERSTOCKED
22756,3.7331746,2,UNDERSTOCKED
22757,6.906713,11,OVERSTOCKED
22758,6.0375233,9,HEALTHY
22759,61.793633,100,OVERSTOCKED
22760,0.81759214,1,HEALTHY
22761,0.38331917,0,UNDERSTOCKED
22762,1.495913,3,OVERSTOCKED
22763,2.970823,3,HEALTHY
22764,0.214557,0,UNDERSTOCKED
22765,0.23026262,0,UNDERSTOCKED
22766,28.857126,18,UNDERSTOCKED
22767,6.8246956,4,UNDERSTOCKED
22768,8.216765,9,HEALTHY
22769,0.18762368,0,UNDERSTOCKED
22770,0.8742189,1,HEALTHY
22771,42.753494,88,OVERSTOCKED
22772,15.324868,23,OVERSTOCKED
22773,8.330864,11,HEALTHY
22774,8.074053,6,UNDERSTOCKED
22775,14.411783,16,HEALTHY
22776,9.560316,13,HEALTHY
22777,0.26213288,0,UNDERSTOCKED
22778,6.2456307,5,HEALTHY
22779,9.9339285,16,OVERSTOCKED
22780,7.592244,14,OVERSTOCKED
22781,4.997584,12,OVERSTOCKED
22782,1.0384895,2,OVERSTOCKED
22783,0.28960696,0,UNDERSTOCKED
22784,9.3187685,12,HEALTHY
22785,1.4047832,2,HEALTHY
22786,1.0005771,2,OVERSTOCKED
22788,0.26385567,0,UNDERSTOCKED
22789,4.232811,5,HEALTHY
22790,0.21539108,0,UNDERSTOCKED
22791,69.47874,88,HEALTHY
22792,26.169527,43,OVERSTOCKED
22794,2.7949178,4,HEALTHY
22795,11.965844,10,HEALTHY
22796,5.9084854,7,HEALTHY
22797,1.2585545,1,UNDERSTOCKED
22798,13.4919615,7,UNDERSTOCKED
22799,1.4295813,0,UNDERSTOCKED
22800,6.9309793,14,OVERSTOCKED
22801,7.1925354,7,HEALTHY
22802,0.638052,0,UNDERSTOCKED
22803,0.20120916,0,UNDERSTOCKED
22804,20.486115,48,OVERSTOCKED
22805,7.1087785,7,HEALTHY
22806,1.2209102,1,HEALTHY
22807,4.451442,9,OVERSTOCKED
22808,0.36199334,0,UNDERSTOCKED
22809,23.55281,20,HEALTHY
22810,17.687914,37,OVERSTOCKED
22811,3.5516922,5,HEALTHY
22812,26.409157,38,HEALTHY
22813,19.38055,14,UNDERSTOCKED
22814,9.365325,6,UNDERSTOCKED
22815,11.564643,22,OVERSTOCKED
22816,71.385796,106,HEALTHY
22817,10.621662,14,HEALTHY
22818,60.09033,117,OVERSTOCKED
22819,13.772879,27,OVERSTOCKED
22820,2.8765237,2,UNDERSTOCKED
22821,5.1095195,8,OVERSTOCKED
22822,2.0187404,1,UNDERSTOCKED
22823,0.25908783,0,UNDERSTOCKED
22824,0.3714753,0,UNDERSTOCKED
22825,0.5093715,1,OVERSTOCKED
22826,0.8410426,0,UNDERSTOCKED
22827,0.41649598,0,UNDERSTOCKED
22828,0.14901964,0,UNDERSTOCKED
22829,1.1702424,1,HEALTHY
22830,0.20092829,0,UNDERSTOCKED
22831,3.1995668,7,OVERSTOCKED
22832,1.056658,1,HEALTHY
22833,0.18399002,0,UNDERSTOCKED
22834,19.054857,38,OVERSTOCKED
22835,71.842964,100,HEALTHY
22837,0.88914835,1,HEALTHY
22838,4.855944,3,UNDERSTOCKED
22839,3.1757288,4,HEALTHY
22840,8.313625,4,UNDERSTOCKED
22841,5.1770244,3,UNDERSTOCKED
22842,4.480409,10,OVERSTOCKED
22843,2.7465296,2,UNDERSTOCKED
22844,7.255491,11,OVERSTOCKED
22845,5.8498664,7,HEALTHY
22846,6.419481,7,HEALTHY
22847,10.992828,25,OVERSTOCKED
22848,1.9400371,1,UNDERSTOCKED
22849,0.6019783,1,OVERSTOCKED
22850,0.050800785,0,UNDERSTOCKED
22851,17.49043,28,OVERSTOCKED
22852,3.5734491,8,OVERSTOCKED
22853,3.27454,1,UNDERSTOCKED
22854,0.81486607,1,HEALTHY
22855,1.7442068,1,UNDERSTOCKED
22856,1.4022796,2,HEALTHY
22857,0.73203635,1,HEALTHY
22858,0.57309294,0,UNDERSTOCKED
22859,2.2648585,4,OVERSTOCKED
22860,0.65246105,0,UNDERSTOCKED
22861,0.2185077,0,UNDERSTOCKED
22862,0.3079004,0,UNDERSTOCKED
22863,2.808906,6,OVERSTOCKED
22864,0.25730988,0,UNDERSTOCKED
22865,185.44054,222,HEALTHY
22866,134.5386,97,UNDERSTOCKED
22867,135.28656,108,UNDERSTOCKED
22868,0.24735846,0,UNDERSTOCKED
22869,0.4954668,0,UNDERSTOCKED
22870,0.36694357,0,UNDERSTOCKED
22871,0.26420078,0,UNDERSTOCKED
22872,0.25051233,0,UNDERSTOCKED
22873,0.3068386,0,UNDERSTOCKED
22874,0.25874913,0,UNDERSTOCKED
22875,0.34356207,0,UNDERSTOCKED
22876,0.24721785,0,UNDERSTOCKED
22877,0.19683489,0,UNDERSTOCKED
22878,0.2853627,0,UNDERSTOCKED
22879,0.25790823,0,UNDERSTOCKED
